id, Class
1387,7
1388,7
1389,7
1390,7
1391,7
1392,7
1393,7
1394,7
1395,7
1396,7
1397,7
1398,7
1399,7
1400,7
1401,14
1402,14
1403,14
1404,14
1405,14
1406,14
1407,14
1408,18
1409,38
1410,38
1411,38
1412,38
1413,18
1414,38
1415,24
1416,13
1417,13
1418,13
1419,13
1420,13
1421,13
1422,13
1423,13
1424,13
1425,13
1426,13
1427,16
1428,7
1429,7
1430,7
1431,7
1432,12
1433,12
1434,12
1435,12
1436,12
1437,12
1438,12
1439,12
1440,12
1441,12
1442,12
1443,13
1444,13
1445,13
1446,13
1447,16
1448,16
1449,1
1450,1
1451,1
1452,1
1453,1
1454,38
1455,38
1456,38
1457,38
1458,38
1459,38
1460,30
1461,30
1462,35
1463,35
1464,35
1465,35
1466,35
1467,35
1468,35
1469,35
1470,35
1471,38
1472,38
1473,38
1474,38
1475,38
1476,28
1477,24
1478,1
1479,1
1480,1
1481,1
1482,38
1483,38
1484,38
1485,38
1486,38
1487,38
1488,38
1489,38
1490,38
1491,38
1492,29
1493,29
1494,29
1495,29
1496,29
1497,8
1498,8
1499,8
1500,8
1501,8
1502,8
1503,8
1504,8
1505,8
1506,8
1507,8
1508,8
1509,36
1510,36
1511,36
1512,36
1513,36
1514,36
1515,36
1516,36
1517,36
1518,36
1519,36
1520,36
1521,36
1522,1
1523,4
1524,1
1525,1
1526,19
1527,19
1528,19
1529,19
1530,19
1531,19
1532,19
1533,19
1534,19
1535,19
1536,19
1537,19
1538,19
1539,1
1540,35
1541,35
1542,35
1543,35
1544,35
1545,35
1546,35
1547,35
1548,35
1549,35
1550,35
1551,35
1552,35
1553,35
1554,35
1555,35
1556,35
1557,35
1558,38
1559,28
1560,28
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,38
1572,38
1573,38
1574,38
1575,38
1576,35
1577,35
1578,35
1579,35
1580,35
1581,35
1582,35
1583,35
1584,35
1585,35
1586,17
1587,17
1588,17
1589,17
1590,17
1591,17
1592,17
1593,14
1594,14
1595,14
1596,14
1597,14
1598,14
1599,14
1600,14
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,15
1613,15
1614,2
1615,2
1616,2
1617,2
1618,1
1619,1
1620,1
1621,1
1622,1
1623,31
1624,31
1625,31
1626,31
1627,31
1628,31
1629,35
1630,35
1631,35
1632,35
1633,35
1634,35
1635,9
1636,9
1637,9
1638,7
1639,7
1640,7
1641,7
1642,14
1643,14
1644,14
1645,14
1646,14
1647,14
1648,38
1649,38
1650,38
1651,38
1652,38
1653,38
1654,38
1655,30
1656,30
1657,30
1658,1
1659,1
1660,1
1661,19
1662,19
1663,19
1664,19
1665,19
1666,19
1667,19
1668,19
1669,19
1670,19
1671,19
1672,19
1673,19
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,20
1687,20
1688,20
1689,20
1690,20
1691,20
1692,19
1693,0
1694,0
1695,15
1696,0
1697,0
1698,1
1699,17
1700,1
1701,3
1702,19
1703,19
1704,19
1705,19
1706,19
1707,19
1708,19
1709,38
1710,38
1711,38
1712,38
1713,33
1714,33
1715,33
1716,33
1717,33
1718,33
1719,33
1720,33
1721,33
1722,17
1723,17
1724,17
1725,17
1726,17
1727,17
1728,17
1729,17
1730,17
1731,17
1732,17
1733,17
1734,17
1735,17
1736,17
1737,38
1738,38
1739,38
1740,38
1741,38
1742,38
1743,38
1744,30
1745,30
1746,30
1747,30
1748,30
1749,16
1750,16
1751,16
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,38
1759,38
1760,38
1761,38
1762,38
1763,38
1764,38
1765,38
1766,38
1767,30
1768,30
1769,30
1770,30
1771,30
1772,30
1773,13
1774,16
1775,16
1776,10
1777,10
1778,7
1779,7
1780,7
1781,7
1782,7
1783,7
1784,7
1785,7
1786,7
1787,7
1788,19
1789,19
1790,19
1791,19
1792,19
1793,19
1794,38
1795,38
1796,38
1797,38
1798,38
1799,38
1800,38
1801,36
1802,36
1803,22
1804,36
1805,36
1806,36
1807,36
1808,36
1809,36
1810,36
1811,36
1812,36
1813,36
1814,36
1815,36
1816,36
1817,36
1818,36
1819,36
1820,36
1821,28
1822,28
1823,28
1824,28
1825,28
1826,16
1827,16
1828,16
1829,4
1830,1
1831,4
1832,1
1833,38
1834,38
1835,38
1836,38
1837,38
1838,38
1839,38
1840,38
1841,38
1842,38
1843,38
1844,23
1845,23
1846,1
1847,4
1848,4
1849,4
1850,18
1851,38
1852,38
1853,38
1854,38
1855,38
1856,38
1857,24
1858,4
1859,4
1860,4
1861,4
1862,4
1863,4
1864,38
1865,38
1866,38
1867,38
1868,38
1869,38
1870,21
1871,21
1872,21
1873,21
1874,21
1875,21
1876,21
1877,17
1878,17
1879,17
1880,17
1881,17
1882,17
1883,38
1884,38
1885,38
1886,38
1887,38
1888,24
1889,24
1890,7
1891,7
1892,13
1893,7
1894,7
1895,7
1896,7
1897,7
1898,7
1899,7
1900,7
1901,7
1902,7
1903,7
1904,7
1905,7
1906,9
1907,38
1908,38
1909,38
1910,38
1911,38
1912,38
1913,38
1914,38
1915,38
1916,38
1917,29
1918,29
1919,29
1920,29
1921,29
1922,29
1923,29
1924,8
1925,8
1926,8
1927,8
1928,8
1929,8
1930,8
1931,0
1932,0
1933,0
1934,8
1935,8
1936,8
1937,0
1938,38
1939,38
1940,38
1941,38
1942,38
1943,38
1944,24
1945,24
1946,13
1947,13
1948,13
1949,13
1950,12
1951,12
1952,12
1953,13
1954,13
1955,13
1956,13
1957,13
1958,13
1959,13
1960,13
1961,1
1962,1
1963,1
1964,1
1965,1
1966,19
1967,19
1968,19
1969,19
1970,19
1971,19
1972,19
1973,19
1974,23
1975,1
1976,1
1977,1
1978,1
1979,19
1980,19
1981,19
1982,38
1983,38
1984,38
1985,27
1986,27
1987,27
1988,17
1989,17
1990,17
1991,17
1992,17
1993,17
1994,17
1995,14
1996,14
1997,14
1998,14
1999,14
2000,14
2001,14
2002,14
2003,14
2004,7
2005,7
2006,7
2007,7
2008,7
2009,7
2010,7
2011,7
2012,7
2013,7
2014,7
2015,7
2016,7
2017,7
2018,7
2019,7
2020,7
2021,7
2022,7
2023,7
2024,9
2025,9
2026,4
2027,4
2028,14
2029,14
2030,14
2031,36
2032,36
2033,36
2034,36
2035,36
2036,36
2037,36
2038,36
2039,36
2040,36
2041,36
2042,36
2043,36
2044,36
2045,36
2046,36
2047,36
2048,36
2049,25
2050,27
2051,14
2052,14
2053,14
2054,14
2055,14
2056,14
2057,7
2058,7
2059,7
2060,7
2061,7
2062,7
2063,7
2064,7
2065,7
2066,38
2067,38
2068,38
2069,38
2070,38
2071,38
2072,38
2073,38
2074,38
2075,38
2076,34
2077,33
2078,33
2079,33
2080,33
2081,33
2082,9
2083,9
2084,7
2085,7
2086,9
2087,9
2088,9
2089,7
2090,9
2091,7
2092,7
2093,9
2094,9
2095,9
2096,9
2097,9
2098,9
2099,9
2100,38
2101,38
2102,36
2103,36
2104,22
2105,36
2106,36
2107,36
2108,36
2109,36
2110,35
2111,33
2112,33
2113,33
2114,33
2115,13
2116,7
2117,7
2118,7
2119,7
2120,7
2121,7
2122,7
2123,7
2124,7
2125,7
2126,7
2127,14
2128,14
2129,14
2130,14
2131,14
2132,14
2133,38
2134,38
2135,38
2136,16
2137,18
2138,18
2139,19
2140,19
2141,38
2142,38
2143,31
2144,31
2145,31
2146,31
2147,31
2148,31
2149,31
2150,35
2151,35
2152,31
2153,1
2154,1
2155,1
2156,1
2157,19
2158,19
2159,19
2160,19
2161,19
2162,19
2163,19
2164,38
2165,4
2166,4
2167,4
2168,4
2169,4
2170,38
2171,38
2172,38
2173,38
2174,38
2175,38
2176,24
2177,24
2178,7
2179,7
2180,7
2181,7
2182,7
2183,7
2184,7
2185,7
2186,7
2187,7
2188,7
2189,7
2190,7
2191,7
2192,7
2193,7
2194,7
2195,7
2196,38
2197,38
2198,38
2199,38
2200,38
2201,38
2202,38
2203,38
2204,30
2205,30
2206,35
2207,35
2208,35
2209,35
2210,35
2211,35
2212,35
2213,35
2214,35
2215,35
2216,38
2217,38
2218,38
2219,38
2220,38
2221,24
2222,24
2223,4
2224,4
2225,4
2226,4
2227,4
2228,33
2229,33
2230,33
2231,33
2232,33
2233,33
2234,33
2235,33
2236,33
2237,33
2238,16
2239,7
2240,7
2241,7
2242,17
2243,16
2244,10
2245,14
2246,14
2247,14
2248,14
2249,14
2250,14
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,38
2261,38
2262,38
2263,38
2264,38
2265,38
2266,27
2267,27
2268,27
2269,7
2270,7
2271,7
2272,7
2273,2
2274,12
2275,12
2276,2
2277,2
2278,12
2279,13
2280,13
2281,13
2282,13
2283,13
2284,13
2285,13
2286,4
2287,2
2288,3
2289,3
2290,3
2291,3
2292,3
2293,3
2294,3
2295,9
2296,9
2297,11
2298,11
2299,3
2300,3
2301,11
2302,11
2303,11
2304,11
2305,13
2306,13
2307,13
2308,37
2309,30
2310,17
2311,17
2312,17
2313,17
2314,17
2315,17
2316,17
2317,17
2318,17
2319,17
2320,14
2321,18
2322,16
2323,16
2324,16
2325,38
2326,38
2327,38
2328,16
2329,16
2330,16
2331,7
2332,7
2333,7
2334,7
2335,7
2336,7
2337,7
2338,7
2339,7
2340,14
2341,14
2342,14
2343,14
2344,14
2345,14
2346,14
2347,14
2348,38
2349,38
2350,38
2351,38
2352,38
2353,27
2354,27
2355,27
2356,14
2357,14
2358,14
2359,14
2360,14
2361,14
2362,12
2363,12
2364,12
2365,4
2366,4
2367,4
2368,4
2369,4
2370,4
2371,38
2372,38
2373,38
2374,38
2375,38
2376,38
2377,38
2378,38
2379,38
2380,38
2381,38
2382,30
2383,30
2384,30
2385,30
2386,30
2387,37
2388,19
2389,19
2390,19
2391,19
2392,19
2393,19
2394,19
2395,19
2396,19
2397,31
2398,35
2399,35
2400,35
2401,35
2402,35
2403,35
2404,35
2405,35
2406,35
2407,35
2408,35
2409,1
2410,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,35
2419,35
2420,35
2421,35
2422,35
2423,35
2424,35
2425,35
2426,35
2427,35
2428,35
2429,35
2430,35
2431,35
2432,35
2433,35
2434,4
2435,4
2436,4
2437,1
2438,1
2439,38
2440,38
2441,32
2442,38
2443,38
2444,38
2445,38
2446,24
2447,24
2448,12
2449,12
2450,12
2451,12
2452,12
2453,12
2454,12
2455,12
2456,12
2457,12
2458,12
2459,18
2460,38
2461,19
2462,18
2463,18
2464,18
2465,19
2466,19
2467,19
2468,16
2469,16
2470,1
2471,1
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,38
2479,38
2480,38
2481,35
2482,35
2483,35
2484,35
2485,35
2486,35
2487,35
2488,35
2489,35
2490,35
2491,35
2492,35
2493,38
2494,38
2495,38
2496,38
2497,38
2498,38
2499,38
2500,2
2501,2
2502,17
2503,17
2504,17
2505,17
2506,17
2507,17
2508,17
2509,17
2510,17
2511,17
2512,38
2513,38
2514,38
2515,38
2516,38
2517,38
2518,38
2519,29
2520,35
2521,35
2522,35
2523,35
2524,35
2525,35
2526,35
2527,35
2528,35
2529,35
2530,1
2531,1
2532,19
2533,19
2534,19
2535,19
2536,19
2537,19
2538,19
2539,19
2540,20
2541,19
2542,19
2543,19
2544,38
2545,38
2546,16
2547,16
2548,13
2549,13
2550,13
2551,9
2552,9
2553,9
2554,9
2555,9
2556,9
2557,9
2558,9
2559,9
2560,9
2561,9
2562,9
2563,3
2564,3
2565,11
2566,38
2567,38
2568,38
2569,38
2570,38
2571,35
2572,35
2573,35
2574,35
2575,35
2576,35
2577,35
2578,35
2579,35
2580,35
2581,35
2582,35
2583,19
2584,4
2585,1
2586,1
2587,1
2588,1
2589,1
2590,1
2591,1
2592,1
2593,31
2594,31
2595,31
2596,31
2597,31
2598,31
2599,35
2600,35
2601,35
2602,35
2603,35
2604,35
2605,35
2606,35
2607,35
2608,35
2609,35
2610,35
2611,35
2612,2
2613,3
2614,2
2615,2
2616,2
2617,2
2618,12
2619,12
2620,13
2621,13
2622,13
2623,13
2624,13
2625,13
2626,13
2627,13
2628,23
2629,23
2630,32
2631,17
2632,17
2633,17
2634,17
2635,17
2636,17
2637,17
2638,17
2639,17
2640,17
2641,38
2642,0
2643,13
2644,13
2645,13
2646,13
2647,13
2648,13
2649,13
2650,13
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,38
2661,38
2662,38
2663,38
2664,38
2665,38
2666,38
2667,28
2668,28
2669,37
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,38
2682,38
2683,38
2684,38
2685,38
2686,38
2687,38
2688,28
2689,28
2690,28
2691,13
2692,4
2693,7
2694,7
2695,13
2696,16
2697,16
2698,13
2699,13
2700,16
2701,7
2702,7
2703,7
2704,7
2705,7
2706,7
2707,7
2708,7
2709,17
2710,17
2711,17
2712,17
2713,17
2714,14
2715,14
2716,14
2717,14
2718,7
2719,7
2720,7
2721,7
2722,7
2723,7
2724,7
2725,7
2726,7
2727,7
2728,7
2729,7
2730,7
2731,7
2732,38
2733,38
2734,38
2735,38
2736,38
2737,38
2738,38
2739,38
2740,38
2741,23
2742,23
2743,23
2744,23
2745,4
2746,1
2747,19
2748,19
2749,19
2750,19
2751,19
2752,19
2753,19
2754,1
2755,1
2756,1
2757,1
2758,1
2759,38
2760,38
2761,38
2762,38
2763,38
2764,38
2765,38
2766,30
2767,35
2768,35
2769,35
2770,35
2771,35
2772,35
2773,35
2774,35
2775,35
2776,35
2777,35
2778,35
2779,38
2780,38
2781,38
2782,38
2783,38
2784,38
2785,38
2786,30
2787,13
2788,13
2789,13
2790,13
2791,13
2792,13
2793,5
2794,5
2795,0
2796,1
2797,5
2798,5
2799,1
2800,5
2801,5
2802,19
2803,38
2804,38
2805,38
2806,38
2807,38
2808,38
2809,25
2810,1
2811,1
2812,1
2813,1
2814,1
2815,38
2816,38
2817,38
2818,38
2819,38
2820,38
2821,38
2822,38
2823,38
2824,38
2825,38
2826,38
2827,36
2828,36
2829,36
2830,36
2831,36
2832,36
2833,36
2834,36
2835,36
2836,36
2837,35
2838,35
2839,38
2840,35
2841,36
2842,36
2843,36
2844,36
2845,36
2846,36
2847,36
2848,36
2849,36
2850,36
2851,36
2852,0
2853,0
2854,5
2855,5
2856,5
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,37
2872,37
2873,37
2874,37
2875,37
2876,37
2877,37
2878,37
2879,3
2880,3
2881,3
2882,3
2883,3
2884,3
2885,3
2886,3
2887,3
2888,3
2889,3
2890,3
2891,3
2892,3
2893,3
2894,3
2895,38
2896,38
2897,38
2898,38
2899,38
2900,38
2901,38
2902,38
2903,38
2904,38
2905,25
2906,15
2907,15
2908,1
2909,1
2910,15
2911,15
2912,15
2913,1
2914,1
2915,1
2916,2
2917,2
2918,4
2919,2
2920,3
2921,3
2922,2
2923,2
2924,2
2925,2
2926,38
2927,38
2928,38
2929,38
2930,38
2931,38
2932,38
2933,38
2934,38
2935,38
2936,25
2937,7
2938,7
2939,11
2940,9
2941,11
2942,11
2943,3
2944,3
2945,3
2946,3
2947,3
2948,3
2949,3
2950,9
2951,9
2952,9
2953,9
2954,9
2955,3
2956,3
2957,3
2958,3
2959,3
2960,3
2961,3
2962,38
2963,38
2964,38
2965,38
2966,38
2967,38
2968,38
2969,38
2970,30
2971,35
2972,35
2973,35
2974,35
2975,35
2976,35
2977,35
2978,35
2979,35
2980,35
2981,35
2982,35
2983,35
2984,35
2985,35
2986,35
2987,35
2988,35
2989,35
2990,5
2991,1
2992,5
2993,5
2994,1
2995,1
2996,1
2997,5
